890,1068,3,2
440,994,0,2
736,778,1,2
1288,888,3,2
1706,1078,0,2
1676,528,0,2
1402,674,0,2
738,720,0,2
816,224,3,2
1754,704,1,2
348,934,0,2
512,432,4,2
2008,296,1,2
870,568,4,2
632,552,4,2
328,1218,3,2
2084,642,3,2
1134,666,0,2
1602,554,0,2
884,440,2,2
1274,258,0,2
1844,920,5,2
1182,816,2,2
514,274,1,2
646,568,1,2
2268,324,1,2
330,506,0,2
1176,684,0,2
1392,692,0,2
442,992,0,2
732,778,1,2
1288,884,3,2
1706,1074,0,2
1676,524,0,2
1404,672,0,2
734,720,0,2
1382,848,4,2
1752,706,1,2
350,936,0,2
2118,698,3,2
448,344,0,2
2254,1142,2,2
634,554,4,2
324,1218,3,2
2082,644,3,2
1346,1058,5,2
1604,556,0,2
886,442,2,2
1276,256,0,2
1840,920,5,2
1182,812,2,2
1612,776,4,2
1338,848,2,2
944,878,0,2
328,508,0,2
1178,686,0,2
1592,304,1,2
1286,886,3,2
816,228,3,2
376,418,4,2
744,1110,5,2
2146,794,0,2
886,438,2,2
1684,452,3,2
2008,736,4,2
890,1066,3,2
440,992,0,2
1154,320,1,2
734,782,1,2
1286,888,3,2
880,946,1,2
568,358,3,2
1422,550,2,2
1042,230,0,2
1402,676,0,2
826,1186,4,2
738,718,0,2
816,222,3,2
1756,704,1,2
348,936,0,2
1122,688,0,2
512,430,4,2
2006,296,1,2
870,570,4,2
1124,616,4,2
632,550,4,2
672,260,5,2
2086,642,3,2
1722,586,0,2
1342,1060,5,2
1026,738,3,2
884,442,2,2
1274,256,1,2
1688,450,3,2
1844,922,5,2
494,1126,5,2
1184,816,2,2
2004,734,5,2
942,470,2,2
1622,1046,0,2
944,876,1,2
332,506,0,2
888,1070,3,2
1176,682,0,2
1848,262,5,2
1592,306,2,2
996,1116,0,2
1208,788,2,2
2190,748,0,2
1126,688,0,2
652,846,0,2
1608,1162,1,2
2006,736,4,2
2114,264,4,2
992,308,1,2
878,946,1,2
1042,228,0,2
1062,228,3,2
1590,666,2,2
374,420,4,2
750,746,1,2
1796,946,0,2
1028,742,3,2
2116,418,3,2
494,1124,5,2
942,472,2,2
2114,266,4,2
1848,264,5,2
1158,318,1,2
566,354,3,2
1042,224,0,2
626,1120,0,2
1362,932,0,2
374,416,4,2
1130,616,4,2
1012,506,3,2
1024,742,3,2
2118,416,3,2
1894,982,1,2
944,474,2,2
454,844,3,2
1850,262,5,2
2192,748,0,2
1070,876,1,2
1718,588,0,2
2058,1006,2,2
992,1118,0,2
736,780,1,2
882,948,1,2
790,854,0,2
1854,348,0,2
828,1184,4,2
548,698,5,2
352,932,0,2
2004,298,1,2
2256,1146,2,2
678,258,5,2
1724,588,0,2
1028,740,3,2
2116,416,3,2
488,856,4,2
1186,814,2,2
514,276,1,2
352,620,3,2
1042,1134,0,2
1846,264,5,2
998,1118,0,2
466,416,2,2
1382,1192,1,2
376,1196,3,2
1294,836,0,2
1128,688,0,2
446,342,0,2
1698,462,2,2
1108,1108,2,2
2008,928,0,2
1266,996,4,2
2006,738,4,2
1618,1044,0,2
1042,1128,0,2
1590,302,1,2
550,698,5,2
654,846,0,2
2120,418,3,2
1336,846,2,2
1670,972,0,2
1210,786,2,2
876,946,1,2
1676,530,0,2
1402,672,0,2
1060,228,3,2
1586,668,2,2
1128,686,0,2
442,344,0,2
1126,614,4,2
328,1216,3,2
1134,668,1,2
1600,554,1,2
1272,996,4,2
1844,918,5,2
1180,816,2,2
944,468,2,2
2112,266,4,2
888,1066,3,2
1394,696,0,2
1206,788,2,2
2056,1004,2,2
990,308,1,2
1420,556,2,2
1288,836,0,2
1124,690,0,2
2008,294,1,2
750,748,1,2
1136,666,0,2
1272,258,0,2
940,472,2,2
330,504,0,2
1160,318,1,2
1206,790,2,2
1706,1072,0,2
1040,224,0,2
734,722,0,2
1382,850,4,2
1362,930,0,2
2120,698,3,2
448,342,0,2
1012,508,3,2
1346,1060,5,2
1606,1160,1,2
1684,450,3,2
1894,980,1,2
1610,776,4,2
1336,848,2,2
944,880,0,2
1180,686,0,2
1592,302,1,2
818,228,4,2
376,416,4,2
654,848,0,2
2120,420,3,2
892,1066,3,2
738,780,1,2
1206,784,3,2
880,944,1,2
568,360,3,2
2024,908,4,2
372,1196,3,2
830,1184,4,2
738,716,0,2
818,222,3,2
1758,704,1,2
348,938,0,2
1122,690,0,2
514,430,4,2
2004,300,1,2
444,340,0,2
630,554,4,2
678,260,5,2
2088,642,3,2
1722,584,0,2
1028,738,3,2
1612,1164,1,2
2116,414,3,2
1690,450,3,2
488,858,4,2
1840,916,5,2
1186,812,2,2
514,278,1,2
350,620,3,2
332,508,0,2
888,1072,3,2
1174,682,0,2
1394,690,0,2
1382,1194,1,2
1070,874,1,2
1686,452,3,2
1392,694,0,2
1420,554,2,2
1290,836,0,2
1934,384,5,2
1748,482,3,2
1688,452,3,2
354,620,3,2
996,1118,0,2
1422,556,2,2
1292,838,0,2
1932,386,5,2
1748,478,3,2
1686,450,3,2
1644,558,0,2
1674,970,0,2
652,848,0,2
356,622,3,2
1206,786,2,2
2026,908,3,2
1062,226,3,2
1126,684,0,2
630,552,4,2
1134,664,1,2
1270,994,4,2
1182,818,2,2
2114,268,4,2
1394,692,0,2
878,950,1,2
1060,230,3,2
1372,262,0,2
2144,796,0,2
1342,290,3,2
946,472,2,2
1852,264,5,2
446,346,0,2
1686,454,3,2
738,778,1,2
1708,1078,0,2
828,1188,4,2
348,932,0,2
2254,1144,2,2
1104,1110,3,2
2114,418,3,2
494,1122,5,2
356,620,3,2
1178,680,0,2
652,844,0,2
1212,788,2,2
1754,706,1,2
1934,386,5,2
882,440,2,2
2266,324,1,2
730,778,1,2
1674,524,0,2
628,1120,0,2
1128,690,0,2
634,556,4,2
1024,744,3,2
1840,922,5,2
946,474,2,2
892,1070,3,2
1286,884,3,2
746,1110,5,2
2010,736,4,2
732,782,1,2
878,942,1,2
1854,346,0,2
828,1182,4,2
546,698,5,2
352,930,0,2
512,428,4,2
1124,614,4,2
1798,944,1,2
1342,1062,5,2
884,444,2,2
490,856,4,2
494,1128,5,2
1624,1046,0,2
1042,1136,0,2
1846,262,5,2
852,640,1,2
1852,352,0,2
1520,848,1,2
1128,614,4,2
1606,554,0,2
1180,814,2,2
456,842,3,2
444,524,0,2
1720,590,0,2
994,1116,0,2
880,950,1,2
1400,674,0,2
1290,838,0,2
2006,300,1,2
676,260,5,2
1024,740,3,2
1846,920,5,2
942,474,2,2
886,1068,3,2
996,1120,0,2
440,996,0,2
818,224,3,2
2010,296,1,2
1748,484,3,2
512,274,1,2
442,990,0,2
1708,1074,0,2
832,1188,4,2
1752,708,1,2
450,344,0,2
1348,1058,5,2
1276,254,0,2
1670,614,2,2
1644,560,0,2
1850,260,4,2
376,420,4,2
1718,586,0,2
1154,318,1,2
882,946,1,2
1420,550,2,2
826,1188,4,2
1062,224,3,2
346,936,0,2
1126,682,0,2
442,342,0,2
680,258,5,2
1724,586,0,2
1614,1162,1,2
1272,994,4,2
1844,916,5,2
516,276,1,2
334,506,0,2
1832,722,3,2
998,1120,1,2
1750,482,3,2
1210,790,2,2
372,416,4,2
2120,416,3,2
2194,748,0,2
2058,1004,2,2
1856,348,0,2
1134,662,1,2
1844,264,5,2
1382,1190,1,2
1296,836,0,2
1370,262,0,2
2144,794,0,2
1340,290,3,2
948,472,2,2
1854,264,4,2
448,346,0,2
1110,1108,2,2
1668,972,0,2
1210,784,2,2
1710,1078,1,2
1676,532,0,2
828,1190,4,2
348,930,0,2
440,344,0,2
740,1110,5,2
1134,670,1,2
1600,556,1,2
1846,918,5,2
2008,732,4,2
2110,266,4,2
1394,698,0,2
2054,1004,2,2
1286,836,0,2
374,424,5,2
748,748,1,2
1136,664,0,2
2264,324,2,2
1162,318,1,2
564,356,3,2
1674,522,1,2
736,722,0,2
1384,850,4,2
2122,698,3,2
448,340,0,2
1012,510,3,2
1022,744,3,2
2120,414,3,2
1184,810,2,2
1610,774,4,2
1648,558,0,2
1180,688,0,2
1592,300,1,2
376,414,4,2
1716,590,1,2
738,782,1,2
882,952,1,2
566,360,3,2
370,1196,3,2
830,1182,4,2
738,714,0,2
544,698,5,2
346,938,0,2
1120,690,0,2
514,428,4,2
2004,302,1,2
1122,614,4,2
630,548,4,2
1724,584,0,2
1024,736,3,2
886,444,2,2
1274,252,1,2
488,860,4,2
1188,812,2,2
516,278,1,2
350,622,3,2
1042,1138,0,2
1172,682,0,2
1592,310,2,2
550,700,5,2
840,610,0,2
2188,748,0,2
676,258,5,2
2006,734,4,2
1208,790,2,2
1126,690,0,2
1608,1160,1,2
890,1070,3,2
2118,420,3,2
878,944,1,2
1588,666,2,2
1796,944,1,2
1842,916,5,2
1832,720,3,2
1044,226,0,2
2256,1140,2,2
2054,1006,2,2
1040,226,0,2
1180,684,1,2
1854,352,0,2
2118,696,3,2
1030,742,3,2
2008,734,4,2
1590,308,2,2
1064,228,3,2
2084,640,3,2
444,992,0,2
834,1186,4,2
374,414,4,2
2118,414,3,2
1646,558,0,2
1592,670,2,2
438,992,1,2
1424,550,2,2
1060,226,3,2
1128,684,0,2
632,548,4,2
1026,736,3,2
1842,922,5,2
2114,270,4,2
1592,308,2,2
624,1118,0,2
1010,508,3,2
1622,538,3,2
2258,1142,2,2
736,776,1,2
740,720,1,2
752,746,1,2
392,1142,2,2
948,876,1,2
1108,1112,3,2
1754,702,1,2
2116,420,3,2
732,780,1,2
1384,848,4,2
670,258,4,2
1840,918,5,2
890,1072,3,2
744,1112,5,2
1204,786,3,2
1400,676,0,2
548,696,5,2
2002,298,1,2
1794,944,1,2
2114,416,3,2
1188,814,2,2
886,1070,3,2
838,610,0,2
832,1184,4,2
1644,556,0,2
1670,970,0,2
352,618,3,2
376,1194,3,2
446,340,0,2
2008,738,4,2
1038,226,0,2
1686,456,3,2
1288,892,3,2
1400,672,0,2
2120,696,3,2
1104,1112,3,2
1272,998,4,2
942,468,2,2
1204,788,2,2
1754,708,1,2
1138,666,0,2
444,994,0,2
1706,1070,0,2
630,1120,0,2
374,412,4,2
1348,1060,5,2
1838,922,5,2
1334,848,2,2
1852,260,4,2
746,1112,5,2
1206,782,3,2
1424,548,2,2
828,1180,4,2
1758,706,1,2
1130,684,0,2
2006,292,1,2
1726,590,0,2
1614,1164,1,2
490,858,4,2
1178,818,2,2
2112,270,4,2
1846,260,5,2
830,1188,4,2
2014,738,1,2
1820,408,2,2
2116,700,3,2
994,308,1,2
2186,748,0,2
1934,382,5,2
1610,1160,1,2
1624,1044,0,2
650,846,0,2
1290,834,0,2
1602,552,0,2
1158,320,1,2
734,718,0,2
1930,386,5,2
1838,920,5,2
328,510,0,2
1070,878,1,2
736,782,1,2
1042,232,0,2
816,220,3,2
510,430,4,2
670,260,5,2
1612,1160,1,2
1842,914,5,2
332,504,0,2
842,610,0,2
566,352,3,2
1896,982,1,2
992,1120,0,2
1186,816,2,2
1044,228,0,2
1372,264,0,2
2052,1006,2,2
1590,300,1,2
2122,418,3,2
1286,890,3,2
1854,354,0,2
1130,686,0,2
1102,1110,3,2
1274,996,4,2
946,468,2,2
1588,308,2,2
1288,834,0,2
2082,640,3,2
446,992,0,2
1708,1072,0,2
734,724,0,2
2120,700,3,2
1748,474,3,2
2118,412,3,2
946,476,2,2
1854,262,4,2
748,1110,5,2
732,784,1,2
1424,552,2,2
826,1182,4,2
546,696,5,2
1122,692,0,2
2004,294,1,2
1800,944,1,2
1026,734,3,2
1692,450,3,2
1186,810,2,2
350,618,3,2
1174,680,0,2
1674,968,0,2
1268,994,4,2
1674,976,0,2
2142,796,0,2
740,778,1,2
2112,418,3,2
1590,310,2,2
882,442,2,2
564,352,3,2
632,556,4,2
892,1072,3,2
1856,346,0,2
1798,942,1,2
1044,1136,0,2
622,1118,0,2
1128,612,4,2
386,1140,2,2
444,526,0,2
880,952,1,2
740,722,2,2
676,262,5,2
1848,920,5,2
884,1068,3,2
438,996,0,2
818,226,3,2
1750,484,3,2
442,988,0,2
1124,692,0,2
1350,1058,5,2
1838,918,5,2
890,1074,3,2
1716,586,0,2
1204,784,3,2
1398,676,0,2
548,694,4,2
2000,298,1,2
1794,942,1,2
1614,1160,1,2
518,276,1,2
1832,724,3,2
1752,482,3,2
834,1184,4,2
1130,612,4,2
2060,1004,2,2
1844,262,5,2
1296,834,0,2
2142,794,0,2
948,470,3,2
450,346,0,2
1112,1108,2,2
1686,458,3,2
1210,782,2,2
1710,1076,1,2
1674,532,1,2
828,1192,4,2
2122,696,3,2
1126,610,4,2
1032,744,3,2
1270,998,4,2
2010,732,4,2
2110,268,4,2
1202,788,2,2
1284,836,0,2
374,426,5,2
1138,664,0,2
2264,326,2,2
728,780,1,2
1706,1068,0,2
836,1188,4,2
632,1120,0,2
2124,698,3,2
450,340,0,2
1012,512,3,2
1184,808,2,2
1334,850,2,2
1182,688,0,2
1592,298,1,2
748,1112,5,2
892,1062,3,2
1204,782,3,2
564,360,3,2
370,1194,3,2
830,1180,4,2
1060,222,3,2
346,940,0,2
1132,684,0,2
512,424,4,2
2006,290,1,2
630,546,4,2
1724,582,0,2
1616,1164,1,2
1272,252,1,2
1840,912,5,2
2110,270,4,2
886,1074,3,2
1172,680,0,2
1108,1110,2,2
1124,688,0,2
888,1068,3,2
672,258,5,2
1592,668,2,2
374,1196,3,2
1612,1162,1,2
1674,974,0,2
1344,1060,5,2
1110,1110,2,2
546,700,5,2
486,854,4,2
438,994,0,2
516,274,1,2
1750,706,1,2
1182,810,2,2
1718,590,0,2
824,1186,4,2
2006,294,1,2
1274,254,1,2
1830,720,3,2
2008,300,1,2
1392,696,0,2
1420,552,2,2
1722,590,0,2
1848,266,5,2
868,568,4,2
1676,522,0,2
1606,556,0,2
2192,746,0,2
566,358,3,2
1120,688,0,2
1030,740,3,2
1620,1046,0,2
2006,732,4,2
650,848,0,2
468,416,2,2
1344,1062,5,2
654,844,0,2
1678,530,0,2
1126,612,4,2
1178,816,2,2
988,308,1,2
1270,258,0,2
836,1186,4,2
634,558,4,2
1182,808,2,2
1286,882,3,2
880,942,1,2
1060,224,3,2
512,426,4,2
1030,738,3,2
1840,914,5,2
888,1074,3,2
512,436,4,2
1828,718,3,2
566,356,3,2
1008,508,3,2
1176,686,0,2
1936,384,5,2
1424,556,2,2
1022,742,3,2
1284,886,3,2
876,944,1,2
352,934,0,2
1340,1060,5,2
646,564,1,2
1028,744,3,2
1592,666,2,2
1672,974,0,2
1108,1106,2,2
444,346,0,2
1708,1080,1,2
2252,1144,2,2
494,1120,5,2
436,994,0,2
880,440,2,2
1038,224,0,2
636,556,4,2
1180,810,2,2
1284,884,3,2
882,944,1,2
1058,226,3,2
510,428,4,2
1340,1062,5,2
1838,916,5,2
886,1072,3,2
2026,910,3,2
2258,1140,2,2
346,932,0,2
1066,228,4,2
1750,708,2,2
438,990,1,2
494,1130,5,2
2010,300,1,2
1620,538,3,2
1398,674,0,2
1022,740,3,2
1846,266,5,2
2010,298,1,2
832,1190,4,2
1606,558,0,2
2194,746,0,2
564,358,3,2
1120,686,0,2
1032,740,3,2
334,504,0,2
2006,730,4,2
2196,748,0,2
376,1192,3,2
1344,1064,5,2
656,844,0,2
1668,974,0,2
1678,532,0,2
346,930,0,2
1102,1112,3,2
1846,916,5,2
1396,698,1,2
376,424,5,2
1268,258,0,2
562,356,3,2
738,722,0,2
372,412,4,2
1022,746,3,2
1648,556,0,2
1286,880,3,2
738,784,1,2
1422,548,2,2
740,714,0,2
354,928,0,2
2004,304,1,2
1726,592,0,2
886,446,2,2
1628,1046,0,2
1170,682,0,2
1674,526,0,2
1394,1090,1,2
892,1068,3,2
514,432,4,2
2002,736,5,2
1674,528,0,2
1174,684,0,2
2118,700,3,2
1338,850,2,2
992,1116,0,2
1064,226,3,2
630,550,4,2
1846,922,5,2
1594,306,2,2
1750,478,3,2
1132,664,1,2
1130,688,0,2
1040,1128,0,2
1212,786,2,2
1586,670,2,2
1598,554,1,2
888,1064,3,2
752,748,1,2
562,354,3,2
1130,690,0,2
1606,1158,1,2
894,1070,3,2
436,992,1,2
824,1188,4,2
352,928,0,2
634,548,4,2
1272,254,1,2
348,620,3,2
1294,838,0,2
1676,974,0,2
1182,684,1,2
1178,678,0,2
728,778,1,2
948,474,2,2
632,546,4,2
1852,354,0,2
390,1140,2,2
1892,978,2,2
2006,302,1,2
948,874,1,2
820,224,3,2
2268,320,1,2
670,256,4,2
1642,560,0,2
1202,786,3,2
1062,222,3,2
628,550,4,2
1190,814,2,2
998,1122,1,2
1132,614,4,2
352,616,3,2
446,338,1,2
1038,228,0,2
1684,456,3,2
1712,1078,1,2
830,1190,4,2
440,346,0,2
1274,998,4,2
2108,266,4,2
988,310,1,2
1138,668,0,2
1162,320,2,2
838,1186,4,2
1386,850,4,2
1014,510,3,2
1332,848,2,2
1594,300,1,2
890,1064,3,2
882,954,1,2
832,1182,4,2
344,938,0,2
514,426,4,2
628,548,4,2
1022,736,3,2
1838,914,5,2
1042,1140,0,2
1592,312,2,2
1672,968,0,2
2086,640,3,2
2260,1142,2,2
1418,556,2,2
484,856,4,2
1588,672,2,2
1272,1000,4,2
1140,666,0,2
1362,926,1,2
746,1114,5,2
1176,818,2,2
2012,738,1,2
1828,716,3,2
994,310,1,2
1008,510,3,2
496,1122,5,2
1176,688,0,2
1290,832,0,2
2270,322,1,2
352,938,0,2
328,512,0,2
736,784,1,2
824,1184,4,2
508,430,4,2
670,262,5,2
1842,912,5,2
1176,678,0,2
1898,982,1,2
1044,230,0,2
1588,300,1,2
1670,976,0,2
1854,356,0,2
2252,1142,2,2
1276,996,4,2
946,470,2,2
1588,306,2,2
448,992,0,2
734,726,1,2
636,558,4,2
1024,748,3,2
1178,810,2,2
1646,562,0,2
1426,552,2,2
546,694,5,2
2002,294,1,2
1340,1064,5,2
882,446,2,2
1186,808,2,2
1424,558,2,2
1676,976,1,2
2258,1138,2,2
2110,418,3,2
562,352,3,2
1842,924,5,2
440,990,1,2
1124,610,5,2
622,1120,0,2
386,1142,2,2
742,722,2,2
674,262,5,2
882,1068,3,2
1416,552,2,2
2114,422,3,2
1352,1058,5,2
890,1076,3,2
562,358,3,2
742,716,1,2
1120,684,0,2
1614,1158,1,2
334,502,0,2
1754,482,3,2
2198,748,0,2
374,1192,3,2
1346,1064,5,2
452,346,0,2
1688,458,3,2
1288,896,3,2
1672,532,1,2
828,1194,4,2
436,344,1,2
1034,744,3,2
942,464,2,2
2050,1004,2,2
376,426,5,2
1268,256,0,2
726,780,1,2
1672,520,2,2
738,724,0,2
628,1118,0,2
450,338,0,2
1022,748,3,2
1332,850,2,2
1852,256,4,2
1286,878,3,2
890,1062,3,2
1204,780,3,2
370,1192,3,2
830,1178,4,2
346,942,0,2
1132,682,0,2
510,424,4,2
2004,290,1,2
630,544,4,2
1722,582,0,2
1618,1164,1,2
1272,250,1,2
1630,1046,0,2
2110,272,4,2
1594,312,2,2
1210,788,2,2
832,1186,4,2
1672,970,0,2
646,566,1,2
2112,264,4,2
740,1112,5,2
374,422,5,2
1748,476,3,2
882,950,1,2
1724,590,0,2
1708,1076,0,2
1892,980,2,2
1184,812,2,2
2268,322,1,2
1340,848,2,2
740,718,0,2
486,856,4,2
1130,614,4,2
1590,672,2,2
738,776,1,2
1030,744,3,2
1934,388,5,2
1362,928,1,2
1646,556,0,2
822,1186,4,2
630,556,4,2
1626,1046,0,2
888,440,2,2
346,934,0,2
992,310,1,2
352,936,0,2
2060,1006,2,2
2258,1146,2,2
1176,680,0,2
2256,1148,2,2
1616,1044,0,2
1058,228,3,2
330,510,0,2
1160,316,1,2
1024,746,3,2
2012,736,4,2
348,940,0,2
882,444,2,2
1422,558,2,2
1684,454,3,2
2266,322,1,2
1124,612,5,2
1608,554,0,2
1290,840,1,2
1416,554,2,2
668,258,4,2
356,626,3,2
626,552,4,2
1000,1120,1,2
1856,350,0,2
1036,226,0,2
1288,894,3,2
438,344,0,2
942,466,2,2
746,748,1,2
1674,520,2,2
634,560,4,2
1852,258,4,2
884,952,1,2
1758,708,1,2
628,556,4,2
490,860,4,2
1594,310,2,2
1156,316,0,2
1340,1058,5,2
676,256,5,2
1608,1158,1,2
790,856,0,2
1024,738,3,2
1158,316,1,2
878,952,1,2
1110,1112,2,2
738,1112,5,2
1420,558,2,2
834,1188,4,2
1608,776,4,2
570,360,3,2
2002,300,1,2
496,1128,4,2
1586,666,2,2
2254,1146,3,2
1128,692,0,2
2114,272,4,2
1392,698,0,2
394,1142,2,2
868,570,4,2
1276,252,0,2
1418,550,2,2
1616,1162,1,2
1212,790,2,2
1296,838,0,2
654,842,0,2
1678,528,0,2
1104,1114,3,2
1394,700,1,2
1270,256,0,2
736,724,0,2
1604,1158,1,2
376,412,4,2
1424,546,2,2
1118,690,0,2
1726,584,0,2
348,622,3,2
550,702,5,2
1594,308,2,2
1676,520,0,2
2108,264,4,2
1704,1070,1,2
2112,414,3,2
888,442,2,2
344,934,0,2
1624,1042,0,2
1600,552,0,2
1020,742,3,2
1040,232,0,2
2258,1148,2,2
646,562,1,2
2256,1150,2,2
442,346,0,2
1132,686,0,2
494,1118,5,2
2008,290,1,2
1380,852,4,2
2116,412,4,2
1282,884,3,2
348,942,0,2
1024,734,3,2
348,618,3,2
1674,978,1,2
1066,226,4,2
894,1072,3,2
496,1130,5,2
880,954,1,2
1020,740,3,2
1752,484,3,2
1604,558,0,2
1398,678,0,2
624,552,4,2
1002,1120,1,2
1856,352,0,2
950,470,3,2
1210,780,2,2
830,1192,4,2
438,342,1,2
1396,700,1,2
744,748,1,2
1708,1068,0,2
632,1122,0,2
1012,514,3,2
1648,554,0,2
1714,592,1,2
884,954,1,2
1058,222,3,2
516,426,4,2
628,558,4,2
1032,736,3,2
1838,912,5,2
886,1076,3,2
2268,328,1,2
632,554,4,2
372,420,5,2
2082,646,3,2
1284,888,3,2
1726,588,0,2
1124,686,0,2
2116,268,4,2
550,696,5,2
2118,694,3,2
652,842,0,2
1672,524,1,2
1896,980,1,2
884,950,1,2
1128,682,0,2
486,858,4,2
2028,908,3,2
546,702,5,2
1748,706,2,2
1342,1064,5,2
1178,814,2,2
1722,592,0,2
1752,702,2,2
1608,556,0,2
884,946,1,2
1726,586,0,2
2004,732,4,2
470,416,2,2
448,348,0,2
1680,530,0,2
738,1110,5,2
884,1066,3,2
1136,662,0,2
836,1184,4,2
1350,1060,5,2
1284,882,3,2
1426,548,2,2
354,932,0,2
1728,590,0,2
1188,810,2,2
552,700,5,2
1756,700,1,2
1754,700,1,2
2010,738,4,2
1270,260,1,2
630,558,4,2
890,440,2,2
2184,748,0,2
1626,1044,0,2
1604,552,0,2
1930,388,5,2
876,942,2,2
2260,1146,2,2
648,564,1,2
1594,666,2,2
1590,298,1,2
1056,228,3,2
492,1120,5,2
1288,832,0,2
1378,850,4,2
2120,412,4,2
1856,262,4,2
350,940,0,2
1028,734,3,2
512,280,1,2
1672,976,1,2
1590,312,2,2
1838,924,5,2
1798,940,1,2
1720,594,0,2
676,264,5,2
820,226,3,2
1608,558,0,2
1396,676,0,2
1998,298,1,2
1830,724,4,2
2062,1004,2,2
1344,1066,5,2
1666,974,0,2
1674,534,1,2
438,346,1,2
2108,268,4,2
374,428,5,2
728,782,1,2
634,1120,0,2
634,562,4,2
1334,852,2,2
748,1114,5,2
886,952,1,2
740,712,1,2
516,430,4,2
626,556,4,2
1724,580,0,2
490,862,4,2
884,1074,3,2
1620,1048,0,2
1936,388,5,2
976,1166,5,2
1006,508,3,2
2254,1148,2,2
1036,224,0,2
2264,322,1,2
666,258,4,2
1034,740,3,2
1690,456,3,2
746,750,1,2
632,560,4,2
742,714,0,2
1168,682,0,2
1392,1090,1,2
514,434,4,2
1392,688,1,2
1608,1156,2,2
1122,684,0,2
1158,314,1,2
1132,688,0,2
1038,1128,0,2
1212,784,3,2
1596,554,1,2
1420,560,2,2
1606,776,4,2
570,358,4,2
2000,300,1,2
1826,720,3,2
1184,684,1,2
726,778,1,2
2116,272,4,2
2008,304,1,2
1892,976,2,2
948,872,1,2
868,572,4,2
1276,250,0,2
1418,548,2,2
1124,684,0,2
1190,812,2,2
1132,616,4,2
446,336,1,2
1682,456,3,2
1712,1080,1,2
440,348,0,2
1174,816,2,2
986,310,1,2
1138,670,0,2
1388,850,4,2
1330,848,2,2
882,956,1,2
342,938,0,2
626,548,4,2
1836,914,5,2
1592,314,2,2
350,926,0,2
1270,1000,4,2
1140,664,0,2
1364,926,1,2
744,1114,5,2
2012,740,1,2
342,934,1,2
1626,1042,0,2
1290,830,1,2
1426,558,2,2
1020,744,3,2
734,784,1,2
506,430,4,2
1844,912,5,2
1174,678,0,2
2258,1150,2,2
1588,298,1,2
1856,356,0,2
2252,1140,2,2
334,510,1,2
448,994,0,2
636,560,4,2
1024,750,3,2
1178,808,2,2
1282,882,3,2
546,692,5,2
2002,296,1,2
882,448,2,2
346,618,3,2
1678,976,1,2
2110,416,3,2
562,350,3,2
440,988,1,2
620,1120,1,2
880,956,1,2
1290,844,1,2
880,1068,3,2
2112,422,3,2
